"","INSTNM","SCH_DEG","HCM2","MAIN","NUMBRANCH","PREDDEG","HIGHDEG","CONTROL","REGION","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY"
"3619","O'Briens Aveda Institute",1,0,1,1,1,1,3,1,1,1,1,"0","0","0","0","0","0","0","0","0"
"3620","Saint Michael's College",3,0,1,1,3,4,2,1,15,4,4,"0","0","0","0","0","0","0","0","0"
"3621","SIT Graduate Institute",3,0,1,1,4,4,2,1,12,2,11,"0","0","0","0","0","0","0","0","0"
"3622","College of St Joseph",3,0,1,1,3,4,2,1,16,5,18,"0","0","0","0","0","0","0","0","0"
"3623","Southern Vermont College",3,0,1,1,3,3,2,1,16,5,18,"0","0","0","0","0","0","0","0","0"
"3624","Sterling College",3,0,1,1,3,3,2,1,15,5,18,"0","0","0","0","0","0","0","0","0"
"3625","Vermont Law School",3,0,1,1,4,4,2,1,26,2,11,"0","0","0","0","0","0","0","0","0"
"3626","Vermont Technical College",2,0,1,1,2,3,1,1,17,17,3,"0","0","0","0","0","0","0","0","0"
"3627","University of Vermont",3,0,1,1,3,4,1,1,9,8,10,"0","0","0","0","0","0","0","0","0"
"3628","Paul Mitchell the School-Roanoke",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3629","Advanced Technology Institute",1,0,1,1,1,2,3,5,4,12,2,"0","0","0","0","0","0","0","0","0"
"3630","Averett University",3,0,1,1,3,4,2,5,16,5,18,"0","0","0","0","0","0","0","0","0"
"3631","Blue Ridge Community College",2,0,1,1,2,2,1,5,13,3,13,"0","0","0","0","0","0","0","0","0"
"3632","Bluefield College",3,0,1,1,3,4,2,5,16,5,17,"0","0","0","0","0","0","0","0","0"
"3633","Bridgewater College",3,0,1,1,3,3,2,5,15,6,4,"0","0","0","0","0","0","0","0","0"
"3634","College of William and Mary",3,0,1,1,3,4,1,5,9,8,7,"0","0","0","0","0","0","0","0","0"
"3635","Regent University",3,0,1,1,3,4,2,5,10,13,5,"0","0","0","0","0","0","0","0","0"
"3636","Central School of Practical Nursing",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3637","Central Virginia Community College",1,0,1,1,1,2,1,5,24,3,13,"0","0","0","0","0","0","0","0","0"
"3638","Christopher Newport University",3,0,1,1,3,4,1,5,14,6,7,"0","0","0","0","0","0","0","0","0"
"3639","Suffolk Beauty Academy",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3640","Bryant & Stratton College-Virginia Beach",2,0,0,18,2,3,3,5,17,15,16,"0","0","0","0","0","0","0","0","0"
"3641","Bryant & Stratton College-Richmond",2,0,0,18,2,3,3,5,17,13,16,"0","0","0","0","0","0","0","0","0"
"3642","Jefferson College of Health Sciences",3,0,1,1,3,4,2,5,20,15,16,"0","0","0","0","0","0","0","0","0"
"3643","Dabney S Lancaster Community College",1,0,1,1,1,2,1,5,24,3,12,"0","0","0","0","0","0","0","0","0"
"3644","Danville Community College",1,0,1,1,1,2,1,5,31,3,12,"0","0","0","0","0","0","0","0","0"
"3645","Eastern Virginia Medical School",3,0,1,1,4,4,1,5,19,2,11,"0","0","0","0","0","0","0","0","0"
"3646","Centura College-Virginia Beach",2,0,1,4,2,3,3,5,17,14,16,"0","0","0","0","0","0","0","0","0"
"3647","Emory & Henry College",3,0,1,1,3,4,2,5,15,6,4,"0","0","0","0","0","0","0","0","0"
"3648","Eastern Mennonite University",3,0,1,1,3,4,2,5,12,7,4,"0","0","0","0","0","0","0","0","0"
"3649","Eastern Shore Community College",1,0,1,1,1,2,1,5,30,3,2,"0","0","0","0","0","0","0","0","0"
"3650","Ferrum College",3,0,1,1,3,3,2,5,16,4,4,"0","0","0","0","0","0","0","0","0"
"3651","George Mason University",3,0,1,1,3,4,1,5,8,9,9,"0","0","0","0","0","0","0","0","0"
"3652","Germanna Community College",1,0,1,1,1,2,1,5,13,3,13,"0","0","0","0","0","0","0","0","0"
"3653","Hampden-Sydney College",3,0,1,1,3,3,2,5,15,6,4,"0","0","0","0","0","0","0","1","0"
"3654","Hampton University",3,0,1,1,3,4,2,5,9,6,7,"1","0","0","0","0","0","0","0","0"
"3655","Hollins University",3,0,1,1,3,4,2,5,15,8,18,"0","0","0","0","0","0","0","0","1"
"3656","J Sargeant Reynolds Community College",2,0,1,1,2,2,1,5,30,3,13,"0","0","0","0","0","0","0","0","0"
"3657","James Madison University",3,0,1,1,3,4,1,5,11,8,9,"0","0","0","0","0","0","0","0","0"
"3658","John Tyler Community College",2,0,1,1,2,2,1,5,24,3,14,"0","0","0","0","0","0","0","0","0"
"3659","Liberty University",3,0,1,1,3,4,2,5,10,13,8,"0","0","0","0","0","0","0","0","0"
"3660","Longwood University",3,0,1,1,3,4,1,5,12,6,7,"0","0","0","0","0","0","0","0","0"
"3661","Lord Fairfax Community College",1,0,1,1,1,2,1,5,24,3,13,"0","0","0","0","0","0","0","0","0"
"3662","University of Lynchburg",3,0,1,1,3,4,2,5,12,6,4,"0","0","0","0","0","0","0","0","0"
"3663","Centra College of Nursing",2,0,1,1,2,2,2,5,20,13,16,"0","0","0","0","0","0","0","0","0"
"3664","Mary Baldwin University",3,0,1,1,3,4,2,5,10,15,3,"0","0","0","0","0","0","0","0","1"
"3665","University of Mary Washington",3,0,1,1,3,4,1,5,12,9,7,"0","0","0","0","0","0","0","0","0"
"3666","Marymount University",3,0,1,1,3,4,2,5,11,7,3,"0","0","0","0","0","0","0","0","0"
"3667","Sovah Health School of Health Professions",2,0,1,1,2,2,3,5,3,2,2,"0","0","0","0","0","0","0","0","0"
"3668","Mountain Empire Community College",1,0,1,1,1,2,1,5,31,3,12,"0","0","0","0","0","0","0","0","0"
"3669","American National University",2,0,1,3,1,4,3,5,17,13,16,"0","0","0","0","0","0","0","0","0"
"3670","New River Community College",2,0,1,1,2,2,1,5,24,3,13,"0","0","0","0","0","0","0","0","0"
"3671","Sentara College of Health Sciences",3,0,1,1,3,3,2,5,20,13,16,"0","0","0","0","0","0","0","0","0"
"3672","Tidewater Tech-Trades",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3673","Norfolk State University",3,0,1,1,3,4,1,5,12,5,7,"1","0","0","0","0","0","0","0","0"
"3674","Northern Virginia Community College",2,0,1,1,2,2,1,5,13,3,15,"0","0","0","0","1","0","0","0","0"
"3675","Old Dominion University",3,0,1,1,3,4,1,5,9,17,8,"0","0","0","0","0","0","0","0","0"
"3676","Patrick Henry Community College",1,0,1,1,1,2,1,5,13,10,12,"0","0","0","0","0","0","0","0","0"
"3677","Paul D Camp Community College",1,0,1,1,1,2,1,5,24,3,12,"0","0","0","0","0","0","0","0","0"
"3678","Southside Regional Medical Center Professional Schools",2,0,1,1,2,2,3,5,3,3,2,"0","0","0","0","0","0","0","0","0"
"3679","Miller-Motte Technical College-Lynchburg",1,0,1,7,2,2,3,5,33,11,2,"0","0","0","0","0","0","0","0","0"
"3680","Piedmont Virginia Community College",1,0,1,1,1,2,1,5,24,3,13,"0","0","0","0","0","0","0","0","0"
"3681","Radford University",3,0,1,1,3,4,1,5,11,7,6,"0","0","0","0","0","0","0","0","0"
"3682","Sylvain Melloul International Hair Academy",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3683","Randolph-Macon College",3,0,1,1,3,3,2,5,15,6,4,"0","0","0","0","0","0","0","0","0"
"3684","Randolph College",3,0,1,1,3,4,2,5,15,4,18,"0","0","0","0","0","0","0","0","0"
"3685","Rappahannock Community College",1,0,1,1,1,2,1,5,24,3,12,"0","0","0","0","0","0","0","0","0"
"3686","Fortis College-Norfolk",1,0,1,3,1,2,3,5,3,12,2,"0","0","0","0","0","0","0","0","0"
"3687","Richard Bland College",2,0,1,1,2,2,1,5,2,3,12,"0","0","0","0","0","0","0","0","0"
"3688","Bon Secours Memorial College of Nursing",3,0,1,1,3,3,2,5,20,13,16,"0","0","0","0","0","0","0","0","0"
"3689","University of Richmond",3,0,1,1,3,4,2,5,15,8,7,"0","0","0","0","0","0","0","0","0"
"3690","Riverside College of Health Careers",1,0,1,1,1,2,2,5,3,12,2,"0","0","0","0","0","0","0","0","0"
"3691","Roanoke College",3,0,1,1,3,3,2,5,15,6,4,"0","0","0","0","0","0","0","0","0"
"3692","Bon Secours St Mary's Hospital School of Medical Imaging",1,0,1,1,1,1,2,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3693","Shenandoah University",3,0,1,1,3,4,2,5,10,7,7,"0","0","0","0","0","0","0","0","0"
"3694","Southern Virginia University",3,0,1,1,3,3,2,5,15,4,18,"0","0","0","0","0","0","0","0","0"
"3695","Southside Virginia Community College",1,0,1,1,1,2,1,5,24,3,12,"0","0","0","0","0","0","0","0","0"
"3696","Southwest Virginia Community College",2,0,1,1,2,2,1,5,30,10,12,"0","0","0","0","0","0","0","0","0"
"3697","Staunton School of Cosmetology",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3698","Strayer University-Virginia",3,0,0,73,3,4,3,5,11,13,5,"0","0","0","0","0","0","0","0","0"
"3699","Sweet Briar College",3,0,1,1,3,4,2,5,15,6,18,"0","0","0","0","0","0","0","0","1"
"3700","Thomas Nelson Community College",2,0,1,1,2,2,1,5,30,3,13,"0","0","0","0","0","0","0","0","0"
"3701","Tidewater Community College",2,0,1,1,2,2,1,5,32,3,15,"0","0","0","0","0","0","0","0","0"
"3702","Union Presbyterian Seminary",3,0,1,2,4,4,2,5,18,2,11,"0","0","0","0","0","0","0","0","0"
"3703","The University of Virginia's College at Wise",3,0,1,1,3,3,1,5,15,5,4,"0","0","0","0","0","0","0","0","0"
"3704","Virginia Highlands Community College",1,0,1,1,1,2,1,5,13,3,12,"0","0","0","0","0","0","0","0","0"
"3705","Virginia Polytechnic Institute and State University",3,0,1,1,3,4,1,5,8,8,9,"0","0","0","0","0","0","0","0","0"
"3706","Virginia Western Community College",2,0,1,1,2,2,1,5,31,3,13,"0","0","0","0","0","0","0","0","0"
"3707","Virginia Commonwealth University",3,0,1,1,3,4,1,5,8,7,8,"0","0","0","0","0","0","0","0","0"
"3708","University of Virginia-Main Campus",3,0,1,1,3,4,1,5,8,8,9,"0","0","0","0","0","0","0","0","0"
"3709","Virginia Military Institute",3,0,1,1,3,3,1,5,15,8,4,"0","0","0","0","0","0","0","0","0"
"3710","Virginia School of Hair Design",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3711","Virginia University of Lynchburg",2,0,1,1,2,4,2,5,15,14,17,"1","0","0","0","0","0","0","0","0"
"3712","Virginia State University",3,0,1,1,3,4,1,5,12,4,7,"1","0","0","0","0","0","0","0","0"
"3713","Virginia Union University",3,0,1,1,3,4,2,5,15,4,4,"1","0","0","0","0","0","0","0","0"
"3714","Virginia Wesleyan University",3,0,1,1,3,3,2,5,15,4,4,"0","0","0","0","0","0","0","0","0"
"3715","Washington and Lee University",3,0,1,1,3,4,2,5,15,8,4,"0","0","0","0","0","0","0","0","0"
"3716","Wilson Workforce and Rehabilitation Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3717","Wytheville Community College",1,0,1,1,1,2,1,5,24,3,12,"0","0","0","0","0","0","0","0","0"
"3718","Beauty Academy",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3719","The Art Institute of Seattle",3,0,1,1,3,3,3,8,25,15,16,"0","0","0","0","0","0","0","0","0"
"3720","Evergreen Beauty and Barber College-Bellevue",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3721","Bellevue College",2,0,1,1,2,3,1,8,7,13,5,"0","0","0","0","1","0","0","0","0"
"3722","Bellingham Technical College",1,0,1,1,1,2,1,8,7,15,19,"0","0","0","0","0","0","0","0","0"
"3723","Big Bend Community College",2,0,1,1,2,2,1,8,2,11,12,"0","0","0","0","0","1","0","0","0"
"3724","Central Washington University",3,0,1,1,3,4,1,8,11,5,8,"0","0","0","0","0","0","0","0","0"
"3725","Centralia College",1,0,1,1,1,3,1,8,7,15,19,"0","0","0","0","0","0","0","0","0"
"3726","City University of Seattle",3,0,1,1,3,4,2,8,11,13,19,"0","0","0","0","0","0","0","0","0"
"3727","Paul Mitchell the School-Richland",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3728","Clark College",2,0,1,1,2,3,1,8,7,13,5,"0","0","0","0","0","0","0","0","0"
"3729","Clover Park Technical College",1,0,1,1,1,3,1,8,7,5,19,"0","0","0","0","0","0","0","0","0"
"3730","Columbia Basin College",2,0,1,1,2,3,1,8,17,14,5,"0","0","0","0","0","1","0","0","0"
"3731","Cornish College of the Arts",3,0,1,1,3,3,2,8,25,5,17,"0","0","0","0","0","0","0","0","0"
"3732","Divers Institute of Technology",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3733","Eastern Washington University",3,0,1,1,3,4,1,8,11,5,9,"0","0","0","0","0","0","0","0","0"
"3734","Edmonds Community College",1,0,1,1,1,2,1,8,7,13,5,"0","0","0","0","1","0","0","0","0"
"3735","Everett Community College",2,0,1,1,2,2,1,8,24,10,14,"0","0","0","0","0","0","0","0","0"
"3736","Paroba College of Cosmetology",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3737","The Evergreen State College",3,0,1,1,3,4,1,8,14,7,6,"0","0","0","0","0","0","0","0","0"
"3738","Pierce College-Fort Steilacoom",2,0,1,2,2,3,1,8,7,13,5,"0","0","0","0","1","0","0","0","0"
"3739","Glen Dow Academy of Hair Design",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3740","Gonzaga University",3,0,1,1,3,4,2,8,10,8,7,"0","0","0","0","0","0","0","0","0"
"3741","Grays Harbor College",1,0,1,1,1,2,1,8,7,14,19,"0","0","0","0","0","0","0","0","0"
"3742","Green River College",2,0,1,1,2,3,1,8,7,15,5,"0","0","0","0","1","0","0","0","0"
"3743","Toni & Guy Hairdressing Academy-Shoreline",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3744","Heritage University",3,0,1,1,3,4,2,8,11,5,16,"0","0","0","0","0","1","0","0","0"
"3745","Highline College",2,0,1,1,2,3,1,8,7,13,5,"0","0","0","0","1","0","0","0","0"
"3746","International Air and Hospitality Academy",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3747","Bastyr University",3,0,1,1,3,4,2,8,20,5,4,"0","0","0","0","1","0","0","0","0"
"3748","Gene Juarez Academy of Beauty-Mountlake Terrace",1,0,1,2,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3749","Bates Technical College",1,0,1,1,1,2,1,8,34,10,13,"0","0","0","0","0","0","0","0","0"
"3750","Lake Washington Institute of Technology",1,0,1,1,1,3,1,8,7,15,19,"0","0","0","0","1","0","0","0","0"
"3751","Lower Columbia College",2,0,1,1,2,2,1,8,31,10,13,"0","0","0","0","0","0","0","0","0"
"3752","BJ's Beauty & Barber College",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3753","BJ's Beauty & Barber College",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3754","North Seattle College",1,0,1,1,1,3,1,8,7,13,5,"0","0","0","0","0","0","0","0","0"
"3755","Northwest University",3,0,1,1,3,4,2,8,12,7,4,"0","0","0","0","0","0","0","0","0"
"3756","Olympic College",2,0,1,1,2,3,1,8,7,15,5,"0","0","0","0","0","0","0","0","0"
"3757","Perry Technical Institute",1,0,1,1,1,2,2,8,6,12,12,"0","0","0","0","0","1","0","0","0"
"3758","Pacific Lutheran University",3,0,1,1,3,4,2,8,12,7,4,"0","0","0","0","0","0","0","0","0"
"3759","Peninsula College",1,0,1,1,1,3,1,8,7,15,19,"0","0","0","0","0","0","0","0","0"
"3760","University of Puget Sound",3,0,1,1,3,4,2,8,15,4,4,"0","0","0","0","0","0","0","0","0"
"3761","Renton Technical College",1,0,1,1,1,3,1,8,7,15,19,"0","0","0","0","0","0","0","0","0"
"3762","Saint Martin's University",3,0,1,1,3,4,2,8,12,7,4,"0","0","0","0","1","0","0","0","0"
"3763","South Seattle College",2,0,1,1,2,3,1,8,7,13,5,"0","0","0","0","0","0","0","0","0"
"3764","Seattle Central College",2,0,1,1,2,3,1,8,7,15,5,"0","0","0","0","1","0","0","0","0"
"3765","Seattle Pacific University",3,0,1,1,3,4,2,8,10,7,7,"0","0","0","0","0","0","0","0","0"
"3766","Seattle University",3,0,1,1,3,4,2,8,10,9,6,"0","0","0","0","0","0","0","0","0"
"3767","Shoreline Community College",1,0,1,1,1,2,1,8,31,10,13,"0","0","0","0","1","0","0","0","0"
"3768","Skagit Valley College",2,0,1,1,2,3,1,8,7,15,5,"0","0","0","0","0","0","0","0","0"
"3769","South Puget Sound Community College",2,0,1,1,2,2,1,8,13,10,13,"0","0","0","0","0","0","0","0","0"
"3770","Spokane Community College",2,0,1,1,2,2,1,8,7,15,5,"0","0","0","0","0","0","0","0","0"
"3771","Spokane Falls Community College",2,0,1,1,2,3,1,8,7,15,5,"0","0","0","0","0","0","0","0","0"
"3772","Stylemaster College of Hair Design",1,0,1,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"3773","Tacoma Community College",2,0,1,1,2,2,1,8,7,15,5,"0","0","0","0","0","0","0","0","0"
"3774","Walla Walla Community College",1,0,1,1,1,2,1,8,34,10,13,"0","0","0","0","0","0","0","0","0"
"3775","Walla Walla University",3,0,1,1,3,4,2,8,14,5,4,"0","0","0","0","0","0","0","0","0"
"3776","Washington State University",3,0,1,4,3,4,1,8,8,7,9,"0","0","0","0","0","0","0","0","0"
"3777","University of Washington-Seattle Campus",3,0,1,3,3,4,1,8,8,8,9,"0","0","0","0","0","0","0","0","0"
"3778","Wenatchee Valley College",2,0,1,1,2,2,1,8,7,15,19,"0","0","0","0","0","1","0","0","0"
"3779","Western Washington University",3,0,1,1,3,4,1,8,11,9,9,"0","0","0","0","0","0","0","0","0"
"3780","Whatcom Community College",2,0,1,1,2,2,1,8,7,15,5,"0","0","0","0","0","0","0","0","0"
"3781","Whitman College",3,0,1,1,3,3,2,8,15,8,4,"0","0","0","0","0","0","0","0","0"
"3782","Whitworth University",3,0,1,1,3,4,2,8,12,8,4,"0","0","0","0","0","0","0","0","0"
"3783","Yakima Valley College",2,0,1,1,2,3,1,8,7,15,5,"0","0","0","0","0","1","0","0","0"
"3784","Alderson Broaddus University",3,0,1,1,3,4,2,5,16,4,18,"0","0","0","0","0","0","0","0","0"
"3785","Appalachian Beauty School",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3786","Appalachian Bible College",3,0,1,1,3,4,2,5,18,7,18,"0","0","0","0","0","0","0","0","0"
"3787","B M Spurr School of Practical Nursing",1,0,1,1,1,1,2,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3788","Ben Franklin Career Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3789","Bethany College",3,0,1,1,3,4,2,5,15,4,18,"0","0","0","0","0","0","0","0","0"
"3790","Bluefield State College",3,0,1,1,3,3,1,5,16,5,19,"1","0","0","0","0","0","0","0","0"
"3791","Cabell County Career Technology Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3792","Charleston School of Beauty Culture",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3793","University of Charleston",3,0,1,1,3,4,2,5,10,15,3,"0","0","0","0","0","0","0","0","0"
"3794","Clarksburg Beauty Academy and School of Massage Therapy",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3795","Concord University",3,0,1,1,3,4,1,5,12,4,4,"0","0","0","0","0","0","0","0","0"
"3796","Davis & Elkins College",3,0,1,1,3,3,2,5,16,4,18,"0","0","0","0","0","0","0","0","0"
"3797","Fairmont State University",3,0,1,1,3,4,1,5,14,5,6,"0","0","0","0","0","0","0","0","0"
"3798","Glenville State College",3,0,1,1,3,3,1,5,16,15,3,"0","0","0","0","0","0","0","0","0"
"3799","Huntington Junior College",2,0,1,1,2,2,3,5,3,12,2,"0","0","0","0","0","0","0","0","0"
"3800","James Rumsey Technical Institute",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3801","Ralph R Willis Career and Technical Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3802","Marshall University",3,0,1,1,3,4,1,5,9,7,9,"0","0","0","0","0","0","0","0","0"
"3803","Mercer County Technical Education Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3804","Meredith Manor International Equestrian Center",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3805","Monongalia County Technical Education Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3806","Morgantown Beauty College Inc",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3807","Mountain State College",2,0,1,1,2,2,3,5,32,11,2,"0","0","0","0","0","0","0","0","0"
"3808","Opportunities Industrialization Center",1,0,1,1,1,1,2,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3809","Ohio Valley University",3,0,1,1,3,4,2,5,16,5,18,"0","0","0","0","0","0","0","0","0"
"3810","West Virginia University at Parkersburg",2,0,1,1,2,3,1,5,17,15,19,"0","0","0","0","0","0","0","0","0"
"3811","Potomac State College of West Virginia University",3,0,0,3,2,3,1,5,7,4,4,"0","0","0","0","0","0","0","0","0"
"3812","Academy of Careers and Technology",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3813","Salem University",3,0,1,1,3,4,3,5,14,5,3,"0","0","0","0","0","0","0","0","0"
"3814","Shepherd University",3,0,1,1,3,4,1,5,15,7,6,"0","0","0","0","0","0","0","0","0"
"3815","Southern West Virginia Community and Technical College",2,0,1,1,2,2,1,5,29,11,12,"0","0","0","0","0","0","0","0","0"
"3816","Fred W Eberle Technical Center",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3817","West Virginia School of Osteopathic Medicine",3,0,1,1,4,4,1,5,19,2,11,"0","0","0","0","0","0","0","0","0"
"3818","West Virginia State University",3,0,1,1,3,4,1,5,16,5,19,"1","0","0","0","0","0","0","0","0"
"3819","West Virginia University Hospital Departments of Rad Tech and Nutrition",1,0,1,1,1,1,2,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3820","West Liberty University",3,0,1,1,3,4,1,5,14,5,4,"0","0","0","0","0","0","0","0","0"
"3821","West Virginia University Institute of Technology",3,0,0,3,3,3,1,5,16,7,3,"0","0","0","0","0","0","0","0","0"
"3822","West Virginia Wesleyan College",3,0,1,1,3,4,2,5,14,6,4,"0","0","0","0","0","0","0","0","0"
"3823","West Virginia Junior College-Charleston",2,0,1,2,2,2,3,5,32,12,2,"0","0","0","0","0","0","0","0","0"
"3824","West Virginia Junior College-Morgantown",2,0,1,2,2,2,3,5,32,12,2,"0","0","0","0","0","0","0","0","0"
"3825","International Beauty School 4",1,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3826","West Virginia Northern Community College",2,0,1,1,2,2,1,5,34,10,12,"0","0","0","0","0","0","0","0","0"
"3827","West Virginia University",3,0,1,3,3,4,1,5,8,6,8,"0","0","0","0","0","0","0","0","0"
"3828","Wheeling Jesuit University",3,0,1,1,3,4,2,5,12,6,18,"0","0","0","0","0","0","0","0","0"
"3829","Wood County School of Practical Nursing",1,0,1,1,1,1,1,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"3830","VICI Beauty School",1,0,1,1,1,1,3,3,1,1,1,"0","0","0","0","0","0","0","0","0"
"3831","Alverno College",3,0,1,1,3,4,2,3,12,15,19,"0","0","0","0","0","1","0","0","1"
"3832","Madison Area Technical College",1,0,1,1,1,4,1,3,7,13,5,"0","0","0","0","0","0","0","0","0"
"3833","Bellin College",3,0,1,1,3,4,2,3,20,17,16,"0","0","0","0","0","0","0","0","0"
"3834","Beloit College",3,0,1,1,3,3,2,3,15,8,4,"0","0","0","0","0","0","0","0","0"
"3835","Blackhawk Technical College",1,0,1,1,1,2,1,3,32,3,12,"0","0","0","0","0","0","0","0","0"
"3836","Cardinal Stritch University",3,0,1,1,3,4,2,3,10,15,3,"0","0","0","0","0","0","0","0","0"
"3837","Carroll University",3,0,1,1,3,4,2,3,14,6,7,"0","0","0","0","0","0","0","0","0"
